"","DOY","date","number.of.leaf","number.of.tree","treatment","variable","value","noleaf"
"1629","147",2019-05-27,"6",56,"E","petiole",0,"27-May"
"1630","147",2019-05-27,"6",102,"E","petiole",0,"27-May"
"1631","147",2019-05-27,"6",104,"E","petiole",0,"27-May"
"1632","147",2019-05-27,"6",107,"E","petiole",0,"27-May"
"1633","147",2019-05-27,"6",1,"LIZ","petiole",0,"27-May"
"1634","147",2019-05-27,"6",2,"LIZ","petiole",0,"27-May"
"1635","147",2019-05-27,"6",3,"LIZ","petiole",0,"27-May"
"1636","147",2019-05-27,"6",4,"LIZ","petiole",0,"27-May"
"1637","147",2019-05-27,"6",5,"LIZ","petiole",0,"27-May"
"1638","147",2019-05-27,"6",6,"LIZ","petiole",0,"27-May"
"1639","154",2019-06-03,"6",27,"A","petiole",11.4,"27-May"
"1640","154",2019-06-03,"6",30,"A","petiole",8.5,"27-May"
"1641","154",2019-06-03,"6",32,"A","petiole",NA,"27-May"
"1642","154",2019-06-03,"6",112,"A","petiole",11.3,"27-May"
"1643","154",2019-06-03,"6",116,"A","petiole",12.3,"27-May"
"1644","154",2019-06-03,"6",118,"A","petiole",13.1,"27-May"
"1645","154",2019-06-03,"6",49,"E","petiole",8.5,"27-May"
"1646","154",2019-06-03,"6",52,"E","petiole",NA,"27-May"
"1647","154",2019-06-03,"6",56,"E","petiole",NA,"27-May"
"1648","154",2019-06-03,"6",102,"E","petiole",13.4,"27-May"
"1649","154",2019-06-03,"6",104,"E","petiole",12.6,"27-May"
"1650","154",2019-06-03,"6",107,"E","petiole",12.1,"27-May"
"1651","154",2019-06-03,"6",1,"LIZ","petiole",14.5,"27-May"
"1652","154",2019-06-03,"6",2,"LIZ","petiole",16.3,"27-May"
"1653","154",2019-06-03,"6",3,"LIZ","petiole",14.6,"27-May"
"1654","154",2019-06-03,"6",4,"LIZ","petiole",15.2,"27-May"
"1655","154",2019-06-03,"6",5,"LIZ","petiole",NA,"27-May"
"1656","154",2019-06-03,"6",6,"LIZ","petiole",NA,"27-May"
"1657","161",2019-06-10,"3",27,"A","petiole",68.8,"06-May"
"1658","161",2019-06-10,"3",30,"A","petiole",46.7,"06-May"
"1659","161",2019-06-10,"3",32,"A","petiole",NA,"06-May"
"1660","161",2019-06-10,"3",112,"A","petiole",58.1,"06-May"
"1661","161",2019-06-10,"3",116,"A","petiole",66.6,"06-May"
"1662","161",2019-06-10,"3",118,"A","petiole",55.3,"06-May"
"1663","161",2019-06-10,"3",49,"E","petiole",65,"06-May"
"1664","161",2019-06-10,"3",52,"E","petiole",40.8,"06-May"
"1665","161",2019-06-10,"3",56,"E","petiole",46.2,"06-May"
"1666","161",2019-06-10,"3",102,"E","petiole",51.5,"06-May"
"1667","161",2019-06-10,"3",104,"E","petiole",75.8,"06-May"
"1668","161",2019-06-10,"3",107,"E","petiole",74.4,"06-May"
"1669","161",2019-06-10,"3",1,"LIZ","petiole",75,"06-May"
"1670","161",2019-06-10,"3",2,"LIZ","petiole",73.1,"06-May"
"1671","161",2019-06-10,"3",3,"LIZ","petiole",69.3,"06-May"
"1672","161",2019-06-10,"3",4,"LIZ","petiole",104.2,"06-May"
"1673","161",2019-06-10,"3",5,"LIZ","petiole",NA,"06-May"
"1674","161",2019-06-10,"3",6,"LIZ","petiole",NA,"06-May"
"1675","161",2019-06-10,"4",27,"A","petiole",67.4,"13-May"
"1676","161",2019-06-10,"4",30,"A","petiole",42.9,"13-May"
"1677","161",2019-06-10,"4",32,"A","petiole",NA,"13-May"
"1678","161",2019-06-10,"4",112,"A","petiole",51,"13-May"
"1679","161",2019-06-10,"4",116,"A","petiole",57.4,"13-May"
"1680","161",2019-06-10,"4",118,"A","petiole",53.2,"13-May"
"1681","161",2019-06-10,"4",49,"E","petiole",49,"13-May"
"1682","161",2019-06-10,"4",52,"E","petiole",NA,"13-May"
"1683","161",2019-06-10,"4",56,"E","petiole",27,"13-May"
"1684","161",2019-06-10,"4",102,"E","petiole",43,"13-May"
"1685","161",2019-06-10,"4",104,"E","petiole",53.2,"13-May"
"1686","161",2019-06-10,"4",107,"E","petiole",56.9,"13-May"
"1687","161",2019-06-10,"4",1,"LIZ","petiole",84.1,"13-May"
"1688","161",2019-06-10,"4",2,"LIZ","petiole",69.4,"13-May"
"1689","161",2019-06-10,"4",3,"LIZ","petiole",68.9,"13-May"
"1690","161",2019-06-10,"4",4,"LIZ","petiole",87.6,"13-May"
"1691","161",2019-06-10,"4",5,"LIZ","petiole",NA,"13-May"
"1692","161",2019-06-10,"4",6,"LIZ","petiole",NA,"13-May"
"1693","161",2019-06-10,"5",27,"A","petiole",58,"20-May"
"1694","161",2019-06-10,"5",30,"A","petiole",36.8,"20-May"
"1695","161",2019-06-10,"5",32,"A","petiole",NA,"20-May"
"1696","161",2019-06-10,"5",112,"A","petiole",NA,"20-May"
"1697","161",2019-06-10,"5",116,"A","petiole",37.3,"20-May"
"1698","161",2019-06-10,"5",118,"A","petiole",40.3,"20-May"
"1699","161",2019-06-10,"5",49,"E","petiole",20.5,"20-May"
"1700","161",2019-06-10,"5",52,"E","petiole",NA,"20-May"
"1701","161",2019-06-10,"5",56,"E","petiole",20.1,"20-May"
"1702","161",2019-06-10,"5",102,"E","petiole",34.7,"20-May"
"1703","161",2019-06-10,"5",104,"E","petiole",37.6,"20-May"
"1704","161",2019-06-10,"5",107,"E","petiole",38.5,"20-May"
"1705","161",2019-06-10,"5",1,"LIZ","petiole",64.5,"20-May"
"1706","161",2019-06-10,"5",2,"LIZ","petiole",46.8,"20-May"
"1707","161",2019-06-10,"5",3,"LIZ","petiole",57.3,"20-May"
"1708","161",2019-06-10,"5",4,"LIZ","petiole",77.4,"20-May"
"1709","161",2019-06-10,"5",5,"LIZ","petiole",35.8,"20-May"
"1710","161",2019-06-10,"5",6,"LIZ","petiole",38.4,"20-May"
"1711","161",2019-06-10,"6",27,"A","petiole",24.9,"27-May"
"1712","161",2019-06-10,"6",30,"A","petiole",18.9,"27-May"
"1713","161",2019-06-10,"6",32,"A","petiole",NA,"27-May"
"1714","161",2019-06-10,"6",112,"A","petiole",14.5,"27-May"
"1715","161",2019-06-10,"6",116,"A","petiole",19.1,"27-May"
"1716","161",2019-06-10,"6",118,"A","petiole",25.7,"27-May"
"1717","161",2019-06-10,"6",49,"E","petiole",20.6,"27-May"
"1718","161",2019-06-10,"6",52,"E","petiole",NA,"27-May"
"1719","161",2019-06-10,"6",56,"E","petiole",NA,"27-May"
"1720","161",2019-06-10,"6",102,"E","petiole",20.8,"27-May"
"1721","161",2019-06-10,"6",104,"E","petiole",21,"27-May"
"1722","161",2019-06-10,"6",107,"E","petiole",26.6,"27-May"
"1723","161",2019-06-10,"6",1,"LIZ","petiole",41.1,"27-May"
"1724","161",2019-06-10,"6",2,"LIZ","petiole",38.6,"27-May"
"1725","161",2019-06-10,"6",3,"LIZ","petiole",35.7,"27-May"
"1726","161",2019-06-10,"6",4,"LIZ","petiole",48.3,"27-May"
"1727","161",2019-06-10,"6",5,"LIZ","petiole",NA,"27-May"
"1728","161",2019-06-10,"6",6,"LIZ","petiole",NA,"27-May"
"1729","154",2019-06-03,"7",27,"A","petiole",0,"03-Jun"
"1730","154",2019-06-03,"7",30,"A","petiole",0,"03-Jun"
"1731","154",2019-06-03,"7",32,"A","petiole",0,"03-Jun"
"1732","154",2019-06-03,"7",112,"A","petiole",0,"03-Jun"
"1733","154",2019-06-03,"7",116,"A","petiole",0,"03-Jun"
"1734","154",2019-06-03,"7",118,"A","petiole",0,"03-Jun"
"1735","154",2019-06-03,"7",49,"E","petiole",0,"03-Jun"
"1736","154",2019-06-03,"7",52,"E","petiole",0,"03-Jun"
"1737","154",2019-06-03,"7",56,"E","petiole",0,"03-Jun"
"1738","154",2019-06-03,"7",102,"E","petiole",0,"03-Jun"
"1739","154",2019-06-03,"7",104,"E","petiole",0,"03-Jun"
"1740","154",2019-06-03,"7",107,"E","petiole",0,"03-Jun"
"1741","154",2019-06-03,"7",1,"LIZ","petiole",0,"03-Jun"
"1742","154",2019-06-03,"7",2,"LIZ","petiole",0,"03-Jun"
"1743","154",2019-06-03,"7",3,"LIZ","petiole",0,"03-Jun"
"1744","154",2019-06-03,"7",4,"LIZ","petiole",0,"03-Jun"
"1745","154",2019-06-03,"7",5,"LIZ","petiole",0,"03-Jun"
"1746","154",2019-06-03,"7",6,"LIZ","petiole",0,"03-Jun"
"1747","161",2019-06-10,"7",27,"A","petiole",10.8,"03-Jun"
"1748","161",2019-06-10,"7",30,"A","petiole",NA,"03-Jun"
"1749","161",2019-06-10,"7",32,"A","petiole",NA,"03-Jun"
"1750","161",2019-06-10,"7",112,"A","petiole",11,"03-Jun"
"1751","161",2019-06-10,"7",116,"A","petiole",9.6,"03-Jun"
"1752","161",2019-06-10,"7",118,"A","petiole",8.2,"03-Jun"
"1753","161",2019-06-10,"7",49,"E","petiole",12.2,"03-Jun"
"1754","161",2019-06-10,"7",52,"E","petiole",NA,"03-Jun"
"1755","161",2019-06-10,"7",56,"E","petiole",10,"03-Jun"
"1756","161",2019-06-10,"7",102,"E","petiole",11.5,"03-Jun"
"1757","161",2019-06-10,"7",104,"E","petiole",NA,"03-Jun"
"1758","161",2019-06-10,"7",107,"E","petiole",10,"03-Jun"
"1759","161",2019-06-10,"7",1,"LIZ","petiole",10.1,"03-Jun"
"1760","161",2019-06-10,"7",2,"LIZ","petiole",10,"03-Jun"
"1761","161",2019-06-10,"7",3,"LIZ","petiole",11,"03-Jun"
"1762","161",2019-06-10,"7",4,"LIZ","petiole",11.9,"03-Jun"
"1763","161",2019-06-10,"7",5,"LIZ","petiole",NA,"03-Jun"
"1764","161",2019-06-10,"7",6,"LIZ","petiole",NA,"03-Jun"
"1765","168",2019-06-17,"1",27,"A","petiole",92.2,"21-Apr"
"1766","168",2019-06-17,"1",30,"A","petiole",61.7,"21-Apr"
"1767","168",2019-06-17,"1",32,"A","petiole",NA,"21-Apr"
"1768","168",2019-06-17,"1",112,"A","petiole",93,"21-Apr"
"1769","168",2019-06-17,"1",116,"A","petiole",90.8,"21-Apr"
"1770","168",2019-06-17,"1",118,"A","petiole",72.9,"21-Apr"
"1771","168",2019-06-17,"1",49,"E","petiole",89.5,"21-Apr"
"1772","168",2019-06-17,"1",52,"E","petiole",51.2,"21-Apr"
"1773","168",2019-06-17,"1",56,"E","petiole",75.2,"21-Apr"
"1774","168",2019-06-17,"1",102,"E","petiole",84.6,"21-Apr"
"1775","168",2019-06-17,"1",104,"E","petiole",68.6,"21-Apr"
"1776","168",2019-06-17,"1",107,"E","petiole",92.3,"21-Apr"
"1777","168",2019-06-17,"1",1,"LIZ","petiole",NA,"21-Apr"
"1778","168",2019-06-17,"1",2,"LIZ","petiole",82.3,"21-Apr"
"1779","168",2019-06-17,"1",3,"LIZ","petiole",66,"21-Apr"
"1780","168",2019-06-17,"1",4,"LIZ","petiole",103.7,"21-Apr"
"1781","168",2019-06-17,"1",5,"LIZ","petiole",NA,"21-Apr"
"1782","168",2019-06-17,"1",6,"LIZ","petiole",NA,"21-Apr"
"1783","168",2019-06-17,"2",27,"A","petiole",76.4,"28-Apr"
"1784","168",2019-06-17,"2",30,"A","petiole",57.2,"28-Apr"
"1785","168",2019-06-17,"2",32,"A","petiole",NA,"28-Apr"
"1786","168",2019-06-17,"2",112,"A","petiole",63.9,"28-Apr"
"1787","168",2019-06-17,"2",116,"A","petiole",77,"28-Apr"
"1788","168",2019-06-17,"2",118,"A","petiole",66.5,"28-Apr"
"1789","168",2019-06-17,"2",49,"E","petiole",84.4,"28-Apr"
"1790","168",2019-06-17,"2",52,"E","petiole",42.3,"28-Apr"
"1791","168",2019-06-17,"2",56,"E","petiole",46.2,"28-Apr"
"1792","168",2019-06-17,"2",102,"E","petiole",65.5,"28-Apr"
"1793","168",2019-06-17,"2",104,"E","petiole",62.8,"28-Apr"
"1794","168",2019-06-17,"2",107,"E","petiole",85.8,"28-Apr"
"1795","168",2019-06-17,"2",1,"LIZ","petiole",71.6,"28-Apr"
"1796","168",2019-06-17,"2",2,"LIZ","petiole",66.8,"28-Apr"
"1797","168",2019-06-17,"2",3,"LIZ","petiole",96.6,"28-Apr"
"1798","168",2019-06-17,"2",4,"LIZ","petiole",93.4,"28-Apr"
"1799","168",2019-06-17,"2",5,"LIZ","petiole",NA,"28-Apr"
"1800","168",2019-06-17,"2",6,"LIZ","petiole",NA,"28-Apr"
"1801","168",2019-06-17,"3",27,"A","petiole",77.3,"06-May"
"1802","168",2019-06-17,"3",30,"A","petiole",46.7,"06-May"
"1803","168",2019-06-17,"3",32,"A","petiole",NA,"06-May"
"1804","168",2019-06-17,"3",112,"A","petiole",58.3,"06-May"
"1805","168",2019-06-17,"3",116,"A","petiole",70.3,"06-May"
"1806","168",2019-06-17,"3",118,"A","petiole",55,"06-May"
"1807","168",2019-06-17,"3",49,"E","petiole",67.2,"06-May"
"1808","168",2019-06-17,"3",52,"E","petiole",41.2,"06-May"
"1809","168",2019-06-17,"3",56,"E","petiole",47.5,"06-May"
"1810","168",2019-06-17,"3",102,"E","petiole",54.3,"06-May"
"1811","168",2019-06-17,"3",104,"E","petiole",81.3,"06-May"
"1812","168",2019-06-17,"3",107,"E","petiole",77.8,"06-May"
"1813","168",2019-06-17,"3",1,"LIZ","petiole",77.1,"06-May"
"1814","168",2019-06-17,"3",2,"LIZ","petiole",72.5,"06-May"
"1815","168",2019-06-17,"3",3,"LIZ","petiole",64.9,"06-May"
"1816","168",2019-06-17,"3",4,"LIZ","petiole",105.7,"06-May"
"1817","168",2019-06-17,"3",5,"LIZ","petiole",NA,"06-May"
"1818","168",2019-06-17,"3",6,"LIZ","petiole",NA,"06-May"
"1819","168",2019-06-17,"4",27,"A","petiole",74.8,"13-May"
"1820","168",2019-06-17,"4",30,"A","petiole",44.4,"13-May"
"1821","168",2019-06-17,"4",32,"A","petiole",NA,"13-May"
"1822","168",2019-06-17,"4",112,"A","petiole",52.5,"13-May"
"1823","168",2019-06-17,"4",116,"A","petiole",59,"13-May"
"1824","168",2019-06-17,"4",118,"A","petiole",58.7,"13-May"
"1825","168",2019-06-17,"4",49,"E","petiole",50.2,"13-May"
"1826","168",2019-06-17,"4",52,"E","petiole",NA,"13-May"
"1827","168",2019-06-17,"4",56,"E","petiole",27.6,"13-May"
"1828","168",2019-06-17,"4",102,"E","petiole",46.4,"13-May"
"1829","168",2019-06-17,"4",104,"E","petiole",53.2,"13-May"
"1830","168",2019-06-17,"4",107,"E","petiole",59.5,"13-May"
"1831","168",2019-06-17,"4",1,"LIZ","petiole",86.4,"13-May"
"1832","168",2019-06-17,"4",2,"LIZ","petiole",71.8,"13-May"
"1833","168",2019-06-17,"4",3,"LIZ","petiole",76.7,"13-May"
"1834","168",2019-06-17,"4",4,"LIZ","petiole",88.8,"13-May"
"1835","168",2019-06-17,"4",5,"LIZ","petiole",NA,"13-May"
"1836","168",2019-06-17,"4",6,"LIZ","petiole",NA,"13-May"
"1837","168",2019-06-17,"5",27,"A","petiole",67.1,"20-May"
"1838","168",2019-06-17,"5",30,"A","petiole",42.8,"20-May"
"1839","168",2019-06-17,"5",32,"A","petiole",NA,"20-May"
"1840","168",2019-06-17,"5",112,"A","petiole",NA,"20-May"
"1841","168",2019-06-17,"5",116,"A","petiole",41.4,"20-May"
"1842","168",2019-06-17,"5",118,"A","petiole",46.3,"20-May"
"1843","168",2019-06-17,"5",49,"E","petiole",23.8,"20-May"
"1844","168",2019-06-17,"5",52,"E","petiole",NA,"20-May"
"1845","168",2019-06-17,"5",56,"E","petiole",21.3,"20-May"
"1846","168",2019-06-17,"5",102,"E","petiole",40.1,"20-May"
"1847","168",2019-06-17,"5",104,"E","petiole",39.7,"20-May"
"1848","168",2019-06-17,"5",107,"E","petiole",38.5,"20-May"
"1849","168",2019-06-17,"5",1,"LIZ","petiole",72.3,"20-May"
"1850","168",2019-06-17,"5",2,"LIZ","petiole",57.1,"20-May"
"1851","168",2019-06-17,"5",3,"LIZ","petiole",63.4,"20-May"
"1852","168",2019-06-17,"5",4,"LIZ","petiole",80.6,"20-May"
"1853","168",2019-06-17,"5",5,"LIZ","petiole",NA,"20-May"
"1854","168",2019-06-17,"5",6,"LIZ","petiole",NA,"20-May"
"1855","168",2019-06-17,"6",27,"A","petiole",50.3,"27-May"
"1856","168",2019-06-17,"6",30,"A","petiole",28.7,"27-May"
"1857","168",2019-06-17,"6",32,"A","petiole",NA,"27-May"
"1858","168",2019-06-17,"6",112,"A","petiole",14.6,"27-May"
"1859","168",2019-06-17,"6",116,"A","petiole",24.8,"27-May"
"1860","168",2019-06-17,"6",118,"A","petiole",37.7,"27-May"
"1861","168",2019-06-17,"6",49,"E","petiole",28.4,"27-May"
"1862","168",2019-06-17,"6",52,"E","petiole",NA,"27-May"
"1863","168",2019-06-17,"6",56,"E","petiole",NA,"27-May"
"1864","168",2019-06-17,"6",102,"E","petiole",29.8,"27-May"
"1865","168",2019-06-17,"6",104,"E","petiole",24.8,"27-May"
"1866","168",2019-06-17,"6",107,"E","petiole",43.7,"27-May"
"1867","168",2019-06-17,"6",1,"LIZ","petiole",52.1,"27-May"
"1868","168",2019-06-17,"6",2,"LIZ","petiole",44.6,"27-May"
"1869","168",2019-06-17,"6",3,"LIZ","petiole",49.8,"27-May"
"1870","168",2019-06-17,"6",4,"LIZ","petiole",68.2,"27-May"
"1871","168",2019-06-17,"6",5,"LIZ","petiole",NA,"27-May"
"1872","168",2019-06-17,"6",6,"LIZ","petiole",NA,"27-May"
"1873","168",2019-06-17,"7",27,"A","petiole",24.4,"03-Jun"
"1874","168",2019-06-17,"7",30,"A","petiole",NA,"03-Jun"
"1875","168",2019-06-17,"7",32,"A","petiole",NA,"03-Jun"
"1876","168",2019-06-17,"7",112,"A","petiole",19.3,"03-Jun"
"1877","168",2019-06-17,"7",116,"A","petiole",14.2,"03-Jun"
"1878","168",2019-06-17,"7",118,"A","petiole",16.2,"03-Jun"
"1879","168",2019-06-17,"7",49,"E","petiole",23.2,"03-Jun"
"1880","168",2019-06-17,"7",52,"E","petiole",NA,"03-Jun"
"1881","168",2019-06-17,"7",56,"E","petiole",11.6,"03-Jun"
"1882","168",2019-06-17,"7",102,"E","petiole",20.2,"03-Jun"
"1883","168",2019-06-17,"7",104,"E","petiole",NA,"03-Jun"
"1884","168",2019-06-17,"7",107,"E","petiole",21.4,"03-Jun"
"1885","168",2019-06-17,"7",1,"LIZ","petiole",25.2,"03-Jun"
"1886","168",2019-06-17,"7",2,"LIZ","petiole",18.7,"03-Jun"
"1887","168",2019-06-17,"7",3,"LIZ","petiole",22,"03-Jun"
"1888","168",2019-06-17,"7",4,"LIZ","petiole",31.3,"03-Jun"
"1889","168",2019-06-17,"7",5,"LIZ","petiole",NA,"03-Jun"
"1890","168",2019-06-17,"7",6,"LIZ","petiole",NA,"03-Jun"
"1891","161",2019-06-10,"8",27,"A","petiole",0,"10-Jun"
"1892","161",2019-06-10,"8",30,"A","petiole",0,"10-Jun"
"1893","161",2019-06-10,"8",32,"A","petiole",0,"10-Jun"
"1894","161",2019-06-10,"8",112,"A","petiole",0,"10-Jun"
"1895","161",2019-06-10,"8",116,"A","petiole",0,"10-Jun"
"1896","161",2019-06-10,"8",118,"A","petiole",0,"10-Jun"
"1897","161",2019-06-10,"8",49,"E","petiole",0,"10-Jun"
"1898","161",2019-06-10,"8",52,"E","petiole",0,"10-Jun"
"1899","161",2019-06-10,"8",56,"E","petiole",0,"10-Jun"
"1900","161",2019-06-10,"8",102,"E","petiole",0,"10-Jun"
"1901","161",2019-06-10,"8",104,"E","petiole",0,"10-Jun"
"1902","161",2019-06-10,"8",107,"E","petiole",0,"10-Jun"
"1903","161",2019-06-10,"8",1,"LIZ","petiole",0,"10-Jun"
"1904","161",2019-06-10,"8",2,"LIZ","petiole",0,"10-Jun"
"1905","161",2019-06-10,"8",3,"LIZ","petiole",0,"10-Jun"
"1906","161",2019-06-10,"8",4,"LIZ","petiole",0,"10-Jun"
"1907","161",2019-06-10,"8",5,"LIZ","petiole",0,"10-Jun"
"1908","161",2019-06-10,"8",6,"LIZ","petiole",0,"10-Jun"
"1909","168",2019-06-17,"8",27,"A","petiole",9.9,"10-Jun"
"1910","168",2019-06-17,"8",30,"A","petiole",13.6,"10-Jun"
"1911","168",2019-06-17,"8",32,"A","petiole",NA,"10-Jun"
"1912","168",2019-06-17,"8",112,"A","petiole",11.6,"10-Jun"
"1913","168",2019-06-17,"8",116,"A","petiole",8.8,"10-Jun"
"1914","168",2019-06-17,"8",118,"A","petiole",8.2,"10-Jun"
"1915","168",2019-06-17,"8",49,"E","petiole",9.1,"10-Jun"
"1916","168",2019-06-17,"8",52,"E","petiole",NA,"10-Jun"
"1917","168",2019-06-17,"8",56,"E","petiole",NA,"10-Jun"
"1918","168",2019-06-17,"8",102,"E","petiole",11,"10-Jun"
"1919","168",2019-06-17,"8",104,"E","petiole",NA,"10-Jun"
"1920","168",2019-06-17,"8",107,"E","petiole",11.5,"10-Jun"
"1921","168",2019-06-17,"8",1,"LIZ","petiole",9.5,"10-Jun"
"1922","168",2019-06-17,"8",2,"LIZ","petiole",7,"10-Jun"
"1923","168",2019-06-17,"8",3,"LIZ","petiole",10.4,"10-Jun"
"1924","168",2019-06-17,"8",4,"LIZ","petiole",8.3,"10-Jun"
"1925","168",2019-06-17,"8",5,"LIZ","petiole",NA,"10-Jun"
"1926","168",2019-06-17,"8",6,"LIZ","petiole",NA,"10-Jun"
"1927","175",2019-06-24,"4",27,"A","petiole",74.8,"13-May"
"1928","175",2019-06-24,"4",30,"A","petiole",45.9,"13-May"
"1929","175",2019-06-24,"4",32,"A","petiole",NA,"13-May"
"1930","175",2019-06-24,"4",112,"A","petiole",56.2,"13-May"
"1931","175",2019-06-24,"4",116,"A","petiole",60,"13-May"
"1932","175",2019-06-24,"4",118,"A","petiole",60,"13-May"
"1933","175",2019-06-24,"4",49,"E","petiole",52.2,"13-May"
"1934","175",2019-06-24,"4",52,"E","petiole",NA,"13-May"
"1935","175",2019-06-24,"4",56,"E","petiole",28.1,"13-May"
"1936","175",2019-06-24,"4",102,"E","petiole",50,"13-May"
"1937","175",2019-06-24,"4",104,"E","petiole",53.2,"13-May"
"1938","175",2019-06-24,"4",107,"E","petiole",65.4,"13-May"
"1939","175",2019-06-24,"4",1,"LIZ","petiole",87.7,"13-May"
"1940","175",2019-06-24,"4",2,"LIZ","petiole",71.8,"13-May"
"1941","175",2019-06-24,"4",3,"LIZ","petiole",76.7,"13-May"
"1942","175",2019-06-24,"4",4,"LIZ","petiole",90.1,"13-May"
"1943","175",2019-06-24,"4",5,"LIZ","petiole",NA,"13-May"
"1944","175",2019-06-24,"4",6,"LIZ","petiole",NA,"13-May"
"1945","175",2019-06-24,"5",27,"A","petiole",68.6,"20-May"
"1946","175",2019-06-24,"5",30,"A","petiole",43.6,"20-May"
"1947","175",2019-06-24,"5",32,"A","petiole",NA,"20-May"
"1948","175",2019-06-24,"5",112,"A","petiole",NA,"20-May"
"1949","175",2019-06-24,"5",116,"A","petiole",43.6,"20-May"
"1950","175",2019-06-24,"5",118,"A","petiole",46.6,"20-May"
"1951","175",2019-06-24,"5",49,"E","petiole",24.5,"20-May"
"1952","175",2019-06-24,"5",52,"E","petiole",NA,"20-May"
"1953","175",2019-06-24,"5",56,"E","petiole",22.7,"20-May"
"1954","175",2019-06-24,"5",102,"E","petiole",42.2,"20-May"
"1955","175",2019-06-24,"5",104,"E","petiole",42,"20-May"
"1956","175",2019-06-24,"5",107,"E","petiole",47.4,"20-May"
"1957","175",2019-06-24,"5",1,"LIZ","petiole",78,"20-May"
"1958","175",2019-06-24,"5",2,"LIZ","petiole",57.1,"20-May"
"1959","175",2019-06-24,"5",3,"LIZ","petiole",64.5,"20-May"
"1960","175",2019-06-24,"5",4,"LIZ","petiole",83.7,"20-May"
"1961","175",2019-06-24,"5",5,"LIZ","petiole",NA,"20-May"
"1962","175",2019-06-24,"5",6,"LIZ","petiole",NA,"20-May"
"1963","175",2019-06-24,"6",27,"A","petiole",57.5,"27-May"
"1964","175",2019-06-24,"6",30,"A","petiole",32.8,"27-May"
"1965","175",2019-06-24,"6",32,"A","petiole",NA,"27-May"
"1966","175",2019-06-24,"6",112,"A","petiole",15.7,"27-May"
"1967","175",2019-06-24,"6",116,"A","petiole",29.4,"27-May"
"1968","175",2019-06-24,"6",118,"A","petiole",43,"27-May"
"1969","175",2019-06-24,"6",49,"E","petiole",33.2,"27-May"
"1970","175",2019-06-24,"6",52,"E","petiole",NA,"27-May"
"1971","175",2019-06-24,"6",56,"E","petiole",NA,"27-May"
"1972","175",2019-06-24,"6",102,"E","petiole",34.5,"27-May"
"1973","175",2019-06-24,"6",104,"E","petiole",28,"27-May"
"1974","175",2019-06-24,"6",107,"E","petiole",47.9,"27-May"
"1975","175",2019-06-24,"6",1,"LIZ","petiole",59.8,"27-May"
"1976","175",2019-06-24,"6",2,"LIZ","petiole",51.3,"27-May"
"1977","175",2019-06-24,"6",3,"LIZ","petiole",55.6,"27-May"
"1978","175",2019-06-24,"6",4,"LIZ","petiole",80.1,"27-May"
"1979","175",2019-06-24,"6",5,"LIZ","petiole",NA,"27-May"
"1980","175",2019-06-24,"6",6,"LIZ","petiole",NA,"27-May"
"1981","175",2019-06-24,"7",27,"A","petiole",35.2,"03-Jun"
"1982","175",2019-06-24,"7",30,"A","petiole",NA,"03-Jun"
"1983","175",2019-06-24,"7",32,"A","petiole",NA,"03-Jun"
"1984","175",2019-06-24,"7",112,"A","petiole",22.1,"03-Jun"
"1985","175",2019-06-24,"7",116,"A","petiole",17.3,"03-Jun"
"1986","175",2019-06-24,"7",118,"A","petiole",22.4,"03-Jun"
"1987","175",2019-06-24,"7",49,"E","petiole",27.5,"03-Jun"
"1988","175",2019-06-24,"7",52,"E","petiole",NA,"03-Jun"
"1989","175",2019-06-24,"7",56,"E","petiole",12.3,"03-Jun"
"1990","175",2019-06-24,"7",102,"E","petiole",21.4,"03-Jun"
"1991","175",2019-06-24,"7",104,"E","petiole",NA,"03-Jun"
"1992","175",2019-06-24,"7",107,"E","petiole",33.3,"03-Jun"
"1993","175",2019-06-24,"7",1,"LIZ","petiole",35.5,"03-Jun"
"1994","175",2019-06-24,"7",2,"LIZ","petiole",24.4,"03-Jun"
"1995","175",2019-06-24,"7",3,"LIZ","petiole",26.4,"03-Jun"
"1996","175",2019-06-24,"7",4,"LIZ","petiole",56.5,"03-Jun"
"1997","175",2019-06-24,"7",5,"LIZ","petiole",NA,"03-Jun"
"1998","175",2019-06-24,"7",6,"LIZ","petiole",NA,"03-Jun"
"1999","175",2019-06-24,"8",27,"A","petiole",17.7,"10-Jun"
"2000","175",2019-06-24,"8",30,"A","petiole",21.3,"10-Jun"
"2001","175",2019-06-24,"8",32,"A","petiole",NA,"10-Jun"
"2002","175",2019-06-24,"8",112,"A","petiole",15.4,"10-Jun"
"2003","175",2019-06-24,"8",116,"A","petiole",13.5,"10-Jun"
"2004","175",2019-06-24,"8",118,"A","petiole",15.6,"10-Jun"
"2005","175",2019-06-24,"8",49,"E","petiole",14.9,"10-Jun"
"2006","175",2019-06-24,"8",52,"E","petiole",NA,"10-Jun"
"2007","175",2019-06-24,"8",56,"E","petiole",NA,"10-Jun"
"2008","175",2019-06-24,"8",102,"E","petiole",15.7,"10-Jun"
"2009","175",2019-06-24,"8",104,"E","petiole",NA,"10-Jun"
"2010","175",2019-06-24,"8",107,"E","petiole",21.3,"10-Jun"
"2011","175",2019-06-24,"8",1,"LIZ","petiole",16.4,"10-Jun"
"2012","175",2019-06-24,"8",2,"LIZ","petiole",15,"10-Jun"
"2013","175",2019-06-24,"8",3,"LIZ","petiole",20.2,"10-Jun"
